# dataset=strongs/glosses; lang=eng; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
G0498	ἀντιτάσσω	resist	lexicon	stepbible
G0499	ἀντίτυπος	representation	lexicon	stepbible
G0500	ἀντίχριστος	antichrist	lexicon	stepbible
G0501	ἀντλέω	draw	lexicon	stepbible
G0502	ἄντλημα	bucket	lexicon	stepbible
G0503	ἀντοφθαλμέω	face	lexicon	stepbible
G0504	ἄνυδρος	waterless	lexicon	stepbible
G0505	ἀνυπόκριτος	genuine	lexicon	stepbible
G0506	ἀνυπότακτος	insubordinate	lexicon	stepbible
G0507	ἄνω	above	lexicon	stepbible
G0508	ἀνάγαιον	upper room	lexicon	stepbible
G0509	ἄνωθεν	from above	lexicon	stepbible
G0510	ἀνωτερικός	interior	lexicon	stepbible
G0511	ἀνώτερον	higher	lexicon	stepbible
G0512	ἀνωφελής	useless	lexicon	stepbible
G0513	ἀξίνη	axe	lexicon	stepbible
G0514	ἄξιος	worthy	lexicon	stepbible
G0515	ἀξιόω	deem worthy	lexicon	stepbible
G0516	ἀξίως	appropriately	lexicon	stepbible
G0517	ἀόρατος	invisible	lexicon	stepbible
G0518	ἀπαγγέλλω	announce	lexicon	stepbible
G0519	ἀπάγχω	strangle	lexicon	stepbible
G0520	ἀπάγω	lead away	lexicon	stepbible
G0521	ἀπαίδευτος	uninstructed	lexicon	stepbible
G0522	ἀπαίρω	take away	lexicon	stepbible
G0523	ἀπαιτέω	demand	lexicon	stepbible
G0524	ἀπαλγέω	become callous	lexicon	stepbible
G0525	ἀπαλλάσσω	release	lexicon	stepbible
G0526	ἀπαλλοτριόω	alienate	lexicon	stepbible
G0527	ἁπαλός	tender	lexicon	stepbible
G0528	ἀπαντάω	meet	lexicon	stepbible
G0529	ἀπάντησις	meeting	lexicon	stepbible
G0530	ἅπαξ	once	lexicon	stepbible
G0531	ἀπαράβατος	permanent	lexicon	stepbible
G0532	ἀπαρασκεύαστος	unprepared	lexicon	stepbible
G0533	ἀπαρνέομαι	deny	lexicon	stepbible
G0534		henceforth	lexicon	stepbible
G0535	ἀπαρτισμός	completion	lexicon	stepbible
G0536	ἀπαρχή	firstfruits	lexicon	stepbible
G0537	ἅπας	all	lexicon	stepbible
G0538	ἀπατάω	trick	lexicon	stepbible
G0539	ἀπάτη	deceit	lexicon	stepbible
G0540	ἀπάτωρ	fatherless	lexicon	stepbible
G0541	ἀπαύγασμα	radiance	lexicon	stepbible
G0542		fix one's eyes	lexicon	stepbible
G0543	ἀπείθεια	disobedience	lexicon	stepbible
G0544	ἀπειθέω	disobey	lexicon	stepbible
G0545	ἀπειθής	disobedient	lexicon	stepbible
G0546	ἀπειλέω	threaten	lexicon	stepbible
G0547	ἀπειλή	threat	lexicon	stepbible
G0548	ἄπειμι	be away	lexicon	stepbible
G0549	ἄπειμι	go	lexicon	stepbible
G0550	ἀπεῖπον	renounce	lexicon	stepbible
G0551	ἀπείραστος	untempted	lexicon	stepbible
G0552	ἄπειρος	unacquainted	lexicon	stepbible
G0553	ἀπεκδέχομαι	expect	lexicon	stepbible
G0554	ἀπεκδύομαι	take off	lexicon	stepbible
G0555	ἀπέκδυσις	removal	lexicon	stepbible
G0556	ἀπελαύνω	eject	lexicon	stepbible
G0557	ἀπελεγμός	discredit	lexicon	stepbible
G0558	ἀπελεύθερος	freed	lexicon	stepbible
G0559	Ἀπελλῆς	Apelles	lexicon	stepbible
G0560	ἀπελπίζω	despair	lexicon	stepbible
G0561	ἀπέναντι	opposite	lexicon	stepbible
G0562	ἀπέραντος	endless	lexicon	stepbible
G0563	ἀπερισπάστως	undistracted	lexicon	stepbible
G0564	ἀπερίτμητος	uncircumcised	lexicon	stepbible
G0565	ἀπέρχομαι	go away	lexicon	stepbible
G0566		receive	lexicon	stepbible
G0567		refrain	lexicon	stepbible
G0568	ἀπέχω	have in full	lexicon	stepbible
G0569	ἀπιστέω	disbelieve	lexicon	stepbible
G0570	ἀπιστία	unbelief	lexicon	stepbible
G0571	ἄπιστος	unbelieving	lexicon	stepbible
G0572	ἁπλότης	openness	lexicon	stepbible
G0573	ἁπλοῦς	sound	lexicon	stepbible
G0574	ἁπλῶς	without reserve	lexicon	stepbible
G0575	ἀπό	away from	lexicon	stepbible
G0576	ἀποβαίνω	get out	lexicon	stepbible
G0577	ἀποβάλλω	throw away	lexicon	stepbible
G0578	ἀποβλέπω	look ahead	lexicon	stepbible
G0579	ἀπόβλητος	rejected	lexicon	stepbible
G0580	ἀποβολή	deprivation	lexicon	stepbible
G0581	ἀπογίνομαι	cease to be	lexicon	stepbible
G0582		census	lexicon	stepbible
G0583	ἀπογράφω	register	lexicon	stepbible
G0584	ἀποδείκνυμι	display	lexicon	stepbible
G0585	ἀπόδειξις	demonstration	lexicon	stepbible
G0586	ἀποδεκατόω	tithe	lexicon	stepbible
G0587	ἀπόδεκτος	pleasing	lexicon	stepbible
G0588	ἀποδέχομαι	receive	lexicon	stepbible
G0589	ἀποδημέω	go abroad	lexicon	stepbible
G0590	ἀπόδημος	absent	lexicon	stepbible
G0591	ἀποδίδωμι	pay	lexicon	stepbible
G0592	ἀποδιορίζω	divide	lexicon	stepbible
G0593	ἀποδοκιμάζω	reject	lexicon	stepbible
G0594	ἀποδοχή	acceptance	lexicon	stepbible
G0595	ἀπόθεσις	removal	lexicon	stepbible
G0596	ἀποθήκη	storehouse	lexicon	stepbible
G0597	ἀποθησαυρίζω	store up	lexicon	stepbible
G0598	ἀποθλίβω	crowd up to	lexicon	stepbible
G0599	ἀποθνῄσκω	die	lexicon	stepbible
G0600	ἀποκατίστημι	restore	lexicon	stepbible
G0601	ἀποκαλύπτω	reveal	lexicon	stepbible
G0602	ἀποκάλυψις	revelation	lexicon	stepbible
G0603	ἀποκαραδοκία	eager expectation	lexicon	stepbible
G0604	ἀποκαταλλάσσω	reconcile	lexicon	stepbible
G0605	ἀποκατάστασις	restoration	lexicon	stepbible
G0606	ἀπόκειμαι	lay up	lexicon	stepbible
G0607	ἀποκεφαλίζω	behead	lexicon	stepbible
G0608	ἀποκλείω	shut	lexicon	stepbible
G0609	ἀποκόπτω	cut off	lexicon	stepbible
G0610	ἀπόκριμα	verdict	lexicon	stepbible
G0611	ἀποκρίνω	answer	lexicon	stepbible
G0612	ἀπόκρισις	answer	lexicon	stepbible
G0613	ἀποκρύπτω	conceal	lexicon	stepbible
G0614	ἀπόκρυφος	concealed	lexicon	stepbible
G0615	ἀποκτείνω	kill	lexicon	stepbible
G0616	ἀποκυέω	generate	lexicon	stepbible
G0617	ἀποκυλίω	roll away	lexicon	stepbible
G0618	ἀπολαμβάνω	get back	lexicon	stepbible
G0619	ἀπόλαυσις	enjoyment	lexicon	stepbible
G0620	ἀπολίπω	leave	lexicon	stepbible
G0621		lick	lexicon	stepbible
G0622	ἀπόλλυμι	destroy	lexicon	stepbible
G0623	Ἀπολλύων	Apollyon	lexicon	stepbible
G0624	Ἀπολλωνία	Apollonia	lexicon	stepbible
G0625	Ἀπολλῶς	Apollos	lexicon	stepbible
G0626	ἀπολογέομαι	defend oneself	lexicon	stepbible
G0627	ἀπολογία	defence	lexicon	stepbible
G0628	ἀπολούω	wash off	lexicon	stepbible
G0629	ἀπολύτρωσις	redemption	lexicon	stepbible
G0630	ἀπολύω	release	lexicon	stepbible
G0631	ἀπομάσσω	wipe off	lexicon	stepbible
G0632	ἀπονέμω	render as due	lexicon	stepbible
G0633	ἀπονίπτω	wash off	lexicon	stepbible
G0634	ἀποπίπτω	fall from	lexicon	stepbible
G0635	ἀποπλανάω	mislead	lexicon	stepbible
G0636	ἀποπλέω	set sail	lexicon	stepbible
G0637		wash off	lexicon	stepbible
G0638	ἀποπνίγω	choke	lexicon	stepbible
G0639	ἀπορέω	be perplexed	lexicon	stepbible
G0640	ἀπορία	perplexity	lexicon	stepbible
G0641	ἀπορίπτω	throw off	lexicon	stepbible
G0642	ἀπορφανίζω	orphan	lexicon	stepbible
G0643		pack up	lexicon	stepbible
G0644	ἀποσκίασμα	shadow	lexicon	stepbible
G0645	ἀποσπάω	draw away	lexicon	stepbible
G0646	ἀποστασία	apostasy	lexicon	stepbible
G0647	ἀποστάσιον	divorce	lexicon	stepbible
G0648	ἀποστεγάζω	unroof	lexicon	stepbible
G0649	ἀποστέλλω	send	lexicon	stepbible
G0650	ἀποστερέω	defraud	lexicon	stepbible
G0651	ἀποστολή	apostleship	lexicon	stepbible
G0652	ἀπόστολος	apostle	lexicon	stepbible
G0653	ἀποστοματίζω	interrogate	lexicon	stepbible
G0654	ἀποστρέφω	turn away	lexicon	stepbible
G0655	ἀποστυγέω	abhor	lexicon	stepbible
G0656	ἀποσυνάγωγος	excommunicated	lexicon	stepbible
G0657	ἀποτάσσω	leave	lexicon	stepbible
G0658	ἀποτελέω	complete	lexicon	stepbible
G0659	ἀποτίθημι	put aside	lexicon	stepbible
G0660	ἀποτινάσσω	shake off	lexicon	stepbible
G0661	ἀποτίνω	repay	lexicon	stepbible
G0662	ἀποτολμάω	be bold	lexicon	stepbible
G0663	ἀποτομία	severity	lexicon	stepbible
G0664	ἀποτόμως	severely	lexicon	stepbible
G0665	ἀποτρέπω	avoid	lexicon	stepbible
G0666	ἀπουσία	absence	lexicon	stepbible
G0667	ἀποφέρω	carry off	lexicon	stepbible
G0668	ἀποφεύγω	escape	lexicon	stepbible
G0669	ἀποφθέγγομαι	declare	lexicon	stepbible
G0670	ἀποφορτίζομαι	unload	lexicon	stepbible
G0671	ἀπόχρησις	using up	lexicon	stepbible
G0672	ἀποχωρέω	leave	lexicon	stepbible
G0673	ἀποχωρίζω	separate from	lexicon	stepbible
G0674	ἀποψύχω	faint	lexicon	stepbible
G0675	Ἄππιος	of Appius	lexicon	stepbible
G0676	ἀπρόσιτος	unapproachable	lexicon	stepbible
G0677	ἀπρόσκοπος	not giving offence	lexicon	stepbible
G0678	ἀπροσωπολήμπτως	impartially	lexicon	stepbible
G0679	ἄπταιστος	without falling	lexicon	stepbible
G0680		touch	lexicon	stepbible
G0681	ἅπτω	touch	lexicon	stepbible
G0682	Ἀπφία	Apphia	lexicon	stepbible
G0683	ἀπωθέω	reject	lexicon	stepbible
G0684	ἀπώλεια	destruction	lexicon	stepbible
G0685	ἀρά	curse	lexicon	stepbible
G0686	ἄρα	therefore	lexicon	stepbible
G0687	ἆρα	no?	lexicon	stepbible
G0688	Ἀραβία	Arabia	lexicon	stepbible
G0689	Ἀράμ	Ram	lexicon	stepbible
G0690	Ἄραψ	Arabian	lexicon	stepbible
G0691	ἀργέω	be idle	lexicon	stepbible
G0692	ἀργός	idle	lexicon	stepbible
G0693	ἀργυροῦς	silver	lexicon	stepbible
G0694	ἀργύριον	money	lexicon	stepbible
G0695	ἀργυροκόπος	silversmith	lexicon	stepbible
G0696	ἄργυρος	silver	lexicon	stepbible
G0697		Areopagus	lexicon	stepbible
G0698	Ἀρεοπαγίτης	Areopagite	lexicon	stepbible
G0699	ἀρεσκεία	pleasing	lexicon	stepbible
G0700	ἀρέσκω	please	lexicon	stepbible
G0701	ἀρεστός	pleasing	lexicon	stepbible
G0702	Ἁρέτας	Aretas	lexicon	stepbible
G0703	ἀρετή	virtue	lexicon	stepbible
G0704	ἀρήν	lamb	lexicon	stepbible
G0705	ἀριθμέω	number	lexicon	stepbible
G0706	ἀριθμός	number	lexicon	stepbible
G0707	Ἁριμαθαία	Arimathea	lexicon	stepbible
G0708	Ἀρίσταρχος	Aristarchus	lexicon	stepbible
G0709	ἀριστάω	eat early meal	lexicon	stepbible
G0710	ἀριστερός	left	lexicon	stepbible
G0711	Ἀριστόβουλος	Aristobulus	lexicon	stepbible
G0712	ἄριστον	early meal	lexicon	stepbible
G0713	ἀρκετός	sufficient	lexicon	stepbible
G0714	ἀρκέω	be sufficient	lexicon	stepbible
G0715	ἄρκος	bear	lexicon	stepbible
G0716	ἅρμα	chariot	lexicon	stepbible
G0717	Ἁρμαγεδών	Armageddon	lexicon	stepbible
G0718	ἁρμόζω	betroth	lexicon	stepbible
G0719	ἁρμός	joint	lexicon	stepbible
G0720	ἀρνέομαι	deny	lexicon	stepbible
G0721	ἀρνίον	lamb	lexicon	stepbible
G0722	ἀροτριάω	plow	lexicon	stepbible
G0723	ἄροτρον	plow	lexicon	stepbible
G0724	ἁρπαγή	plunder	lexicon	stepbible
G0725	ἁρπαγμός	something to grasp	lexicon	stepbible
G0726	ἁρπάζω	seize	lexicon	stepbible
G0727	ἅρπαξ	rapacious	lexicon	stepbible
G0728	ἀρραβών	guarantee	lexicon	stepbible
G0729	ἄραφος	seamless	lexicon	stepbible
G0730	ἄρσην	male	lexicon	stepbible
G0731	ἄρρητος	inexpressible	lexicon	stepbible
G0732	ἄρρωστος	ill	lexicon	stepbible
G0733	ἀρσενοκοίτης	sodomite	lexicon	stepbible
G0734	Ἀρτεμᾶς	Artemas	lexicon	stepbible
G0735	Ἄρτεμις	Artemis	lexicon	stepbible
G0736	ἀρτέμων	foresail	lexicon	stepbible
G0737	ἄρτι	now	lexicon	stepbible
G0738	ἀρτιγέννητος	newborn	lexicon	stepbible
G0739	ἄρτιος	competent	lexicon	stepbible
G0740	ἄρτος	bread	lexicon	stepbible
G0741	ἀρτύω	season	lexicon	stepbible
G0742	Ἀρφαξάδ	Arphaxad	lexicon	stepbible
G0743	ἀρχάγγελος	archangel	lexicon	stepbible
G0744	ἀρχαῖος	ancient	lexicon	stepbible
G0745	Ἀρχέλαος	Archelaus	lexicon	stepbible
G0746	ἀρχή	beginning	lexicon	stepbible
G0747	ἀρχηγός	founder	lexicon	stepbible
G0748	ἀρχιερατικός	high-priestly	lexicon	stepbible
G0749	ἀρχιερεύς	high-priest	lexicon	stepbible
G0750	ἀρχιποίμην	chief shepherd	lexicon	stepbible
G0751	Ἄρχιππος	Archippus	lexicon	stepbible
G0752	ἀρχισυνάγωγος	synagogue leader	lexicon	stepbible
G0753	ἀρχιτέκτων	master-builder	lexicon	stepbible
G0754	ἀρχιτελώνης	chief tax collector	lexicon	stepbible
G0755	ἀρχιτρίκλινος	head waiter	lexicon	stepbible
G0756		rule	lexicon	stepbible
G0757	ἄρχω	be first	lexicon	stepbible
G0758	ἄρχων	ruler	lexicon	stepbible
G0759	ἄρωμα	spices	lexicon	stepbible
G0760	Ἀσάφ	Asaph	lexicon	stepbible
G0761	ἀσάλευτος	unshakable	lexicon	stepbible
G0762	ἄσβεστος	unquenchable	lexicon	stepbible
G0763	ἀσέβεια	ungodlinessness	lexicon	stepbible
G0764	ἀσεβέω	be ungodly	lexicon	stepbible
G0765	ἀσεβής	ungodly	lexicon	stepbible
G0766	ἀσέλγεια	debauchery	lexicon	stepbible
G0767	ἄσημος	insignificant	lexicon	stepbible
G0768	Ἀσήρ	Asher	lexicon	stepbible
G0769	ἀσθένεια	weakness	lexicon	stepbible
G0770	ἀσθενέω	be weak	lexicon	stepbible
G0771	ἀσθένημα	weakness	lexicon	stepbible
G0772	ἀσθενής	weak	lexicon	stepbible
G0773	Ἀσία	Asia	lexicon	stepbible
G0774	Ἀσιανός	Asian	lexicon	stepbible
G0775	Ἀσιάρχης	Asiarch	lexicon	stepbible
G0776	ἀσιτία	fasting	lexicon	stepbible
G0777	ἄσιτος	fasting	lexicon	stepbible
G0778	ἀσκέω	strive	lexicon	stepbible
G0779	ἀσκός	wineskin	lexicon	stepbible
G0780	ἀσμένως	gladly	lexicon	stepbible
G0781	ἄσοφος	unwise	lexicon	stepbible
G0782	ἀσπάζομαι	pay respects to	lexicon	stepbible
G0783	ἀσπασμός	salutation	lexicon	stepbible
G0784	ἄσπιλος	spotless	lexicon	stepbible
G0785	ἀσπίς	asp	lexicon	stepbible
G0786	ἄσπονδος	irreconcilable	lexicon	stepbible
G0787	ἀσσάριον	assarion	lexicon	stepbible
G0788	ἆσσον	nearer	lexicon	stepbible
G0789	Ἆσσος	Assos	lexicon	stepbible
G0790	ἀστατέω	be unsettled	lexicon	stepbible
G0791	ἀστεῖος	beautiful	lexicon	stepbible
G0792	ἀστήρ	star	lexicon	stepbible
G0793	ἀστήρικτος	unstable	lexicon	stepbible
G0794	ἄστοργος	unfeeling	lexicon	stepbible
G0795	ἀστοχέω	deviate	lexicon	stepbible
G0796	ἀστραπή	lightning	lexicon	stepbible
G0797	ἀστράπτω	flash	lexicon	stepbible
G0798	ἄστρον	star	lexicon	stepbible
G0799	Ἀσύγκριτος	Asyncritus	lexicon	stepbible
G0800	ἀσύμφωνος	discordant	lexicon	stepbible
G0801	ἀσύνετος	senseless	lexicon	stepbible
G0802	ἀσύνθετος	untrustworthy	lexicon	stepbible
G0803	ἀσφάλεια	security	lexicon	stepbible
G0804	ἀσφαλής	secure	lexicon	stepbible
G0805	ἀσφαλίζω	secure	lexicon	stepbible
G0806	ἀσφαλῶς	securely	lexicon	stepbible
G0807	ἀσχημονέω	act improperly	lexicon	stepbible
G0808	ἀσχημοσύνη	indecency	lexicon	stepbible
G0809	ἀσχήμων	indecent	lexicon	stepbible
G0810	ἀσωτία	debauchery	lexicon	stepbible
G0811	ἀσώτως	wildly	lexicon	stepbible
G0812	ἀτακτέω	be idle	lexicon	stepbible
G0813	ἄτακτος	disorderly	lexicon	stepbible
G0814	ἀτάκτως	idly	lexicon	stepbible
G0815	ἄτεκνος	childless	lexicon	stepbible
G0816	ἀτενίζω	gaze	lexicon	stepbible
G0817	ἄτερ	without	lexicon	stepbible
G0818	ἀτιμάζω	dishonor	lexicon	stepbible
G0819	ἀτιμία	dishonour	lexicon	stepbible
G0820	ἄτιμος	dishonored	lexicon	stepbible
G0821		disgrace	lexicon	stepbible
G0822	ἀτμίς	vapor	lexicon	stepbible
G0823	ἄτομος	instant	lexicon	stepbible
G0824	ἄτοπος	wrong	lexicon	stepbible
G0825	Ἀττάλια	Attalia	lexicon	stepbible
G0826	αὐγάζω	see	lexicon	stepbible
G0827	αὐγή	daybreak	lexicon	stepbible
G0828	Αὔγουστος	Augustus	lexicon	stepbible
G0829	αὐθάδης	self-willed	lexicon	stepbible
G0830	αὐθαίρετος	self-chosen	lexicon	stepbible
G0831	αὐθεντέω	domineer	lexicon	stepbible
G0832	αὐλέω	play the flute	lexicon	stepbible
G0833	αὐλή	palace	lexicon	stepbible
G0834	αὐλητής	flute player	lexicon	stepbible
G0835	αὐλίζομαι	spend the night	lexicon	stepbible
G0836	αὐλός	flute	lexicon	stepbible
G0837	αὐξάνω	grow	lexicon	stepbible
G0838	αὔξησις	growth	lexicon	stepbible
G0839	αὔριον	tomorrow	lexicon	stepbible
G0840	αὐστηρός	severe	lexicon	stepbible
G0841	αὐτάρκεια	self-sufficiency	lexicon	stepbible
G0842	αὐτάρκης	self-sufficient	lexicon	stepbible
G0843	αὐτοκατάκριτος	self-condemned	lexicon	stepbible
G0844	αὐτόματος	by itself	lexicon	stepbible
G0845	αὐτόπτης	eyewitness	lexicon	stepbible
G0846	αὐτός	it	lexicon	stepbible
G0847	αὐτοῦ	there	lexicon	stepbible
G0849	αὐτόχειρ	with one’s own hand	lexicon	stepbible
G0850	αὐχμηρός	dingy	lexicon	stepbible
G0851	ἀφαιρέω	remove	lexicon	stepbible
G0852	ἀφανής	hidden	lexicon	stepbible
G0853	ἀφανίζω	destroy	lexicon	stepbible
G0854		disappearance	lexicon	stepbible
G0855	ἄφαντος	disappearing	lexicon	stepbible
G0856	ἀφεδρών	latrine	lexicon	stepbible
G0857	ἀφειδία	unsparing	lexicon	stepbible
G0858	ἀφελότης	sincerity	lexicon	stepbible
G0859	ἄφεσις	forgiveness	lexicon	stepbible
G0860	ἁφή	joint	lexicon	stepbible
G0861	ἀφθαρσία	incorruptibility	lexicon	stepbible
G0862	ἄφθαρτος	incorruptible	lexicon	stepbible
G0863	ἀφίημι	release	lexicon	stepbible
G0864	ἀφικνέομαι	reach	lexicon	stepbible
G0865	ἀφιλάγαθος	hating good	lexicon	stepbible
G0866	ἀφιλάργυρος	not greedy	lexicon	stepbible
G0867	ἄφιξις	departure	lexicon	stepbible
G0868	ἀφίστημι	leave	lexicon	stepbible
G0869	ἄφνω	suddenly	lexicon	stepbible
G0870	ἀφόβως	fearlessly	lexicon	stepbible
G0871	ἀφωμοιόω	make like	lexicon	stepbible
G0872	ἀφοράω	consider	lexicon	stepbible
G0873	ἀφορίζω	separate	lexicon	stepbible
G0874	ἀφορμή	opportunity	lexicon	stepbible
G0875	ἀφρίζω	foam	lexicon	stepbible
G0876	ἀφρός	foam	lexicon	stepbible
G0877	ἀφροσύνη	foolishness	lexicon	stepbible
G0878	ἄφρων	foolish	lexicon	stepbible
G0879	ἀφυπνόω	fall sleep	lexicon	stepbible
G0880	ἄφωνος	mute	lexicon	stepbible
G0881	Ἀχάζ	Ahaz	lexicon	stepbible
G0882	Ἀχαΐα	Achaia	lexicon	stepbible
G0883	Ἀχαϊκός	Achaicus	lexicon	stepbible
G0884	ἀχάριστος	ungrateful	lexicon	stepbible
G0885	Ἀχείμ	Achim	lexicon	stepbible
G0886	ἀχειροποίητος	not man-made	lexicon	stepbible
G0887	ἀχλύς	mist	lexicon	stepbible
G0888	ἀχρεῖος	worthless	lexicon	stepbible
G0889	ἀχρεόω	make worthless	lexicon	stepbible
G0890	ἄχρηστος	useless	lexicon	stepbible
G0891	ἄχρι	until	lexicon	stepbible
G0892	ἄχυρον	chaff	lexicon	stepbible
G0893	ἀψευδής	not a liar	lexicon	stepbible
G0894	ἄψινθος	wormwood	lexicon	stepbible
G0895	ἄψυχος	lifeless	lexicon	stepbible
G0896	Βάαλ	Baal	lexicon	stepbible
G0897	Βαβυλών	Babylon	lexicon	stepbible
G0898	βαθμός	standing	lexicon	stepbible
G0899	βάθος	depth	lexicon	stepbible
G0900	βαθύνω	dig deep	lexicon	stepbible
G0901	βαθύς	deep	lexicon	stepbible
